Tiempo, Distancia, Error, setPoint, Control
18625,3.03,46.97,50.00,93.95
18637,3.43,46.57,50.00,93.13
18649,3.03,46.97,50.00,93.13
18661,3.03,46.97,50.00,93.13
18673,3.03,46.97,50.00,93.13
18685,3.03,46.97,50.00,93.13
18697,3.03,46.97,50.00,93.13
18709,3.03,46.97,50.00,93.13
18721,3.03,46.97,50.00,93.13
18733,3.03,46.97,50.00,93.13
18745,3.03,46.97,50.00,93.95
18757,3.48,46.52,50.00,93.95
18769,3.08,46.92,50.00,93.95
18781,3.08,46.92,50.00,93.95
18793,3.08,46.92,50.00,93.95
18805,3.09,46.91,50.00,93.95
18817,3.50,46.50,50.00,93.95
18829,3.50,46.50,50.00,93.95
18841,3.50,46.50,50.00,93.95
18853,3.03,46.97,50.00,93.95
18865,3.50,46.50,50.00,93.95
18877,3.03,46.97,50.00,93.95
18889,3.03,46.97,50.00,93.95
18901,3.03,46.97,50.00,93.95
18913,3.03,46.97,50.00,93.95
18925,3.03,46.97,50.00,93.95
18937,2.96,47.04,50.00,93.95
18949,3.03,46.97,50.00,93.95
18961,3.03,46.97,50.00,93.95
18973,3.43,46.57,50.00,93.95
18985,2.97,47.03,50.00,93.95
18997,2.97,47.03,50.00,93.95
19009,2.97,47.03,50.00,93.95
19021,2.97,47.03,50.00,93.95
19033,2.97,47.03,50.00,93.95
19045,3.38,46.62,50.00,93.95
19057,2.97,47.03,50.00,93.95
19069,2.97,47.03,50.00,94.05
19081,2.91,47.09,50.00,94.05
19093,2.91,47.09,50.00,94.05
19105,2.91,47.09,50.00,94.05
19117,2.50,47.50,50.00,94.05
19129,2.91,47.09,50.00,94.05
19141,2.91,47.09,50.00,94.05
19153,2.91,47.09,50.00,94.05
19165,2.91,47.09,50.00,94.05
19177,2.43,47.57,50.00,95.14
19189,2.43,47.57,50.00,95.14
19201,2.43,47.57,50.00,95.14
19213,2.43,47.57,50.00,95.14
19225,2.84,47.16,50.00,95.14
19237,2.79,47.21,50.00,95.14
19249,2.36,47.64,50.00,95.14
19261,2.84,47.16,50.00,95.14
19273,2.84,47.16,50.00,95.14
19285,2.43,47.57,50.00,95.14
19297,2.84,47.16,50.00,95.14
19309,2.84,47.16,50.00,95.14
19321,3.31,46.69,50.00,95.14
19333,2.48,47.52,50.00,95.14
19345,2.96,47.04,50.00,95.14
19357,2.97,47.03,50.00,95.14
19369,2.60,47.40,50.00,95.14
19381,3.03,46.97,50.00,95.14
19393,3.08,46.92,50.00,93.85
19405,3.55,46.45,50.00,93.85
19417,2.72,47.28,50.00,93.85
19429,3.20,46.80,50.00,93.85
19441,3.30,46.70,50.00,93.85
19453,2.84,47.16,50.00,93.85
19465,3.31,46.69,50.00,93.85
19477,3.31,46.69,50.00,93.85
19489,3.31,46.69,50.00,93.85
19501,3.38,46.62,50.00,93.24
19513,3.38,46.62,50.00,93.24
19525,3.38,46.62,50.00,93.24
19537,3.38,46.62,50.00,93.24
19549,3.38,46.62,50.00,93.24
19561,3.38,46.62,50.00,93.24
19573,3.31,46.69,50.00,93.24
19585,3.31,46.69,50.00,93.24
19597,3.31,46.69,50.00,93.24
19609,3.31,46.69,50.00,93.37
19621,3.37,46.63,50.00,93.37
19633,3.79,46.21,50.00,93.37
19645,3.38,46.62,50.00,93.37
19657,3.37,46.63,50.00,93.37
19669,3.38,46.62,50.00,93.37
19681,3.79,46.21,50.00,93.37
19693,3.38,46.62,50.00,93.37
19705,3.31,46.69,50.00,93.37
19717,3.31,46.69,50.00,93.37
19729,3.38,46.62,50.00,93.37
19741,2.91,47.09,50.00,93.37
19753,3.31,46.69,50.00,93.37
19765,3.31,46.69,50.00,93.37
19777,3.31,46.69,50.00,93.37
19789,3.79,46.21,50.00,93.37
19801,3.38,46.62,50.00,93.37
19813,3.31,46.69,50.00,93.37
19825,3.79,46.21,50.00,92.42
19837,2.91,47.09,50.00,92.42
19849,3.31,46.69,50.00,92.42
19861,3.31,46.69,50.00,92.42
19873,3.31,46.69,50.00,92.42
19885,3.31,46.69,50.00,92.42
19897,3.25,46.75,50.00,92.42
19909,3.26,46.74,50.00,92.42
19921,3.26,46.74,50.00,92.42
19933,2.84,47.16,50.00,94.32
19945,3.26,46.74,50.00,94.32
19957,3.26,46.74,50.00,94.32
19969,3.20,46.80,50.00,94.32
19981,2.79,47.21,50.00,94.32
19993,2.79,47.21,50.00,94.32
20005,3.20,46.80,50.00,94.32
20017,3.21,46.79,50.00,94.32
20029,3.21,46.79,50.00,94.32
20041,3.14,46.86,50.00,93.71
20053,2.74,47.26,50.00,93.71
20065,2.74,47.26,50.00,93.71
20077,2.74,47.26,50.00,93.71
20089,2.74,47.26,50.00,93.71
20101,2.72,47.28,50.00,93.71
20113,3.14,46.86,50.00,93.71
20125,3.14,46.86,50.00,93.71
20137,3.60,46.40,50.00,93.71
20149,3.20,46.80,50.00,93.61
20161,3.20,46.80,50.00,93.61
20173,3.14,46.86,50.00,93.61
20185,3.14,46.86,50.00,93.61
20197,3.14,46.86,50.00,93.61
20209,3.14,46.86,50.00,93.61
20221,3.14,46.86,50.00,93.61
20233,2.74,47.26,50.00,93.61
20245,2.72,47.28,50.00,93.61
20257,3.14,46.86,50.00,93.71
20269,3.08,46.92,50.00,93.71
20281,3.08,46.92,50.00,93.71
20293,2.67,47.33,50.00,93.71
20305,3.08,46.92,50.00,93.71
20317,2.67,47.33,50.00,93.71
20329,3.08,46.92,50.00,93.71
20341,3.03,46.97,50.00,93.71
20353,2.60,47.40,50.00,93.71
20365,3.03,46.97,50.00,93.95
20377,3.03,46.97,50.00,93.95
20389,3.03,46.97,50.00,93.95
20401,3.03,46.97,50.00,93.95
20413,3.03,46.97,50.00,93.95
20425,3.03,46.97,50.00,93.95
20437,2.96,47.04,50.00,93.95
20449,3.03,46.97,50.00,93.95
20461,2.55,47.45,50.00,93.95
20473,2.96,47.04,50.00,94.09
20485,2.96,47.04,50.00,94.09
20497,2.97,47.03,50.00,94.09
20509,2.97,47.03,50.00,94.09
20521,2.97,47.03,50.00,94.09
20533,2.97,47.03,50.00,94.09
20545,2.97,47.03,50.00,94.09
20557,2.97,47.03,50.00,94.09
20569,2.97,47.03,50.00,94.09
20581,2.97,47.03,50.00,94.05
20593,2.55,47.45,50.00,94.05
20605,2.96,47.04,50.00,94.05
20617,2.96,47.04,50.00,94.05
20629,2.96,47.04,50.00,94.05
20641,2.97,47.03,50.00,94.05
20653,3.31,46.69,50.00,94.05
20665,2.91,47.09,50.00,94.05
20677,2.91,47.09,50.00,94.05
20689,3.38,46.62,50.00,93.24
20701,2.96,47.04,50.00,93.24
20713,3.38,46.62,50.00,93.24
20725,2.96,47.04,50.00,93.24
20737,2.96,47.04,50.00,93.24
20749,2.96,47.04,50.00,93.24
20761,2.91,47.09,50.00,93.24
20773,3.38,46.62,50.00,93.24
20785,3.38,46.62,50.00,93.24
20797,2.96,47.04,50.00,94.09
20809,2.96,47.04,50.00,94.09
20821,3.38,46.62,50.00,94.09
20833,2.91,47.09,50.00,94.09
20845,3.38,46.62,50.00,94.09
20857,2.91,47.09,50.00,94.09
20869,2.50,47.50,50.00,94.09
20881,2.91,47.09,50.00,94.09
20893,2.91,47.09,50.00,94.09
20905,2.48,47.52,50.00,95.04
20917,2.48,47.52,50.00,95.04
20929,2.91,47.09,50.00,95.04
20941,2.91,47.09,50.00,95.04
20953,2.91,47.09,50.00,95.04
20965,3.31,46.69,50.00,95.04
20977,2.84,47.16,50.00,95.04
20989,2.84,47.16,50.00,95.04
21001,2.84,47.16,50.00,95.04
21013,2.84,47.16,50.00,94.32
21025,2.91,47.09,50.00,94.32
21037,2.48,47.52,50.00,94.32
21049,2.91,47.09,50.00,94.32
21061,2.96,47.04,50.00,94.32
21073,2.55,47.45,50.00,94.32
21085,3.43,46.57,50.00,94.32
21097,3.03,46.97,50.00,94.32
21109,3.50,46.50,50.00,94.32
21121,3.08,46.92,50.00,93.85
21133,2.67,47.33,50.00,93.85
21145,2.67,47.33,50.00,93.85
21157,2.67,47.33,50.00,93.85
21169,3.08,46.92,50.00,93.85
21181,3.08,46.92,50.00,93.85
21193,3.08,46.92,50.00,93.85
21205,3.09,46.91,50.00,93.85
21217,3.08,46.92,50.00,93.85
21229,2.67,47.33,50.00,94.66
21241,2.67,47.33,50.00,94.66
21253,2.67,47.33,50.00,94.66
21265,3.09,46.91,50.00,94.66
21277,3.09,46.91,50.00,94.66
21289,3.08,46.92,50.00,94.66
21301,3.09,46.91,50.00,94.66
21313,3.08,46.92,50.00,94.66
21325,3.03,46.97,50.00,94.66
21337,3.50,46.50,50.00,93.00
21349,3.03,46.97,50.00,93.00
21361,3.08,46.92,50.00,93.00
21373,3.08,46.92,50.00,93.00
21385,3.03,46.97,50.00,93.00
21397,3.08,46.92,50.00,93.00
21409,3.50,46.50,50.00,93.00
21421,3.08,46.92,50.00,93.00
21433,2.67,47.33,50.00,93.00
21445,2.67,47.33,50.00,94.66
21457,3.08,46.92,50.00,94.66
21469,3.08,46.92,50.00,94.66
21481,3.08,46.92,50.00,94.66
21493,3.09,46.91,50.00,94.66
21505,2.67,47.33,50.00,94.66
21517,3.08,46.92,50.00,94.66
21529,2.67,47.33,50.00,94.66
21541,2.67,47.33,50.00,94.66
21553,3.08,46.92,50.00,93.85
21565,2.67,47.33,50.00,93.85
21577,3.08,46.92,50.00,93.85
21589,3.48,46.52,50.00,93.85
21601,3.08,46.92,50.00,93.85
21613,3.08,46.92,50.00,93.85
21625,2.67,47.33,50.00,93.85
21637,3.08,46.92,50.00,93.85
21649,3.08,46.92,50.00,93.85
21661,3.08,46.92,50.00,93.85
21673,2.67,47.33,50.00,93.85
21685,2.67,47.33,50.00,93.85
21697,3.09,46.91,50.00,93.85
21709,3.09,46.91,50.00,93.85
21721,3.09,46.91,50.00,93.85
21733,2.67,47.33,50.00,93.85
21745,3.08,46.92,50.00,93.85
21757,2.67,47.33,50.00,93.85
21769,3.09,46.91,50.00,93.81
21781,3.09,46.91,50.00,93.81
21793,3.03,46.97,50.00,93.81
21805,3.08,46.92,50.00,93.81
21817,2.67,47.33,50.00,93.81
21829,2.67,47.33,50.00,93.81
21841,3.08,46.92,50.00,93.81
21853,3.08,46.92,50.00,93.81
21865,2.67,47.33,50.00,93.81
21877,3.08,46.92,50.00,93.85
21889,2.67,47.33,50.00,93.85
21901,2.67,47.33,50.00,93.85
21913,3.08,46.92,50.00,93.85
21925,2.67,47.33,50.00,93.85
21937,3.03,46.97,50.00,93.85
21949,3.43,46.57,50.00,93.85
21961,3.03,46.97,50.00,93.85
21973,3.03,46.97,50.00,93.85
21985,3.03,46.97,50.00,93.95
21997,3.03,46.97,50.00,93.95
22009,2.60,47.40,50.00,93.95
22021,3.03,46.97,50.00,93.95
22033,3.03,46.97,50.00,93.95
22045,3.03,46.97,50.00,93.95
22057,3.03,46.97,50.00,93.95
22069,2.96,47.04,50.00,93.95
22081,2.97,47.03,50.00,93.95
22093,2.55,47.45,50.00,94.90
22105,2.97,47.03,50.00,94.90
22117,2.97,47.03,50.00,94.90
22129,2.97,47.03,50.00,94.90
22141,2.96,47.04,50.00,94.90
22153,3.43,46.57,50.00,94.90
22165,2.96,47.04,50.00,94.90
22177,3.03,46.97,50.00,94.90
22189,3.38,46.62,50.00,94.90
22201,3.03,46.97,50.00,93.95
22213,2.97,47.03,50.00,93.95
22225,3.03,46.97,50.00,93.95
22237,3.03,46.97,50.00,93.95
22249,2.62,47.38,50.00,93.95
22261,2.60,47.40,50.00,93.95
22273,3.03,46.97,50.00,93.95
22285,3.08,46.92,50.00,93.95
22297,3.08,46.92,50.00,93.95
22309,3.48,46.52,50.00,93.03
22321,3.08,46.92,50.00,93.03
22333,3.08,46.92,50.00,93.03
22345,2.60,47.40,50.00,93.03
22357,3.03,46.97,50.00,93.03
22369,3.03,46.97,50.00,93.03
22381,3.03,46.97,50.00,93.03
22393,3.03,46.97,50.00,93.03
22405,3.03,46.97,50.00,93.03
22417,3.03,46.97,50.00,93.95
22429,3.03,46.97,50.00,93.95
22441,2.60,47.40,50.00,93.95
22453,2.60,47.40,50.00,93.95
22465,3.03,46.97,50.00,93.95
22477,3.03,46.97,50.00,93.95
22489,3.03,46.97,50.00,93.95
22501,2.60,47.40,50.00,93.95
22513,2.60,47.40,50.00,93.95
22525,3.03,46.97,50.00,93.95
22537,3.03,46.97,50.00,93.95
22549,3.03,46.97,50.00,93.95
22561,3.03,46.97,50.00,93.95
22573,3.03,46.97,50.00,93.95
22585,3.43,46.57,50.00,93.95
22597,2.60,47.40,50.00,93.95
22609,2.60,47.40,50.00,93.95
22621,3.43,46.57,50.00,93.95
22633,3.03,46.97,50.00,93.95
22645,2.96,47.04,50.00,93.95
22657,3.43,46.57,50.00,93.95
22669,3.43,46.57,50.00,93.95
22681,3.03,46.97,50.00,93.95
22693,3.43,46.57,50.00,93.95
22705,3.03,46.97,50.00,93.95
22717,3.03,46.97,50.00,93.95
22729,3.03,46.97,50.00,93.95
22741,3.52,46.48,50.00,92.96
22753,2.62,47.38,50.00,92.96
22765,2.62,47.38,50.00,92.96
22777,3.43,46.57,50.00,92.96
22789,3.43,46.57,50.00,92.96
22801,3.03,46.97,50.00,92.96
22813,2.96,47.04,50.00,92.96
22825,2.96,47.04,50.00,92.96
22837,3.43,46.57,50.00,92.96
22849,3.03,46.97,50.00,93.95
22861,3.03,46.97,50.00,93.95
22873,3.03,46.97,50.00,93.95
22885,3.03,46.97,50.00,93.95
22897,3.43,46.57,50.00,93.95
22909,3.45,46.55,50.00,93.95
22921,3.03,46.97,50.00,93.95
22933,3.03,46.97,50.00,93.95
22945,3.03,46.97,50.00,93.95
22957,2.96,47.04,50.00,94.09
22969,3.45,46.55,50.00,94.09
22981,3.43,46.57,50.00,94.09
22993,3.03,46.97,50.00,94.09
23005,3.45,46.55,50.00,94.09
23017,3.03,46.97,50.00,94.09
23029,3.03,46.97,50.00,94.09
23041,3.43,46.57,50.00,94.09
23053,3.03,46.97,50.00,94.09
23065,3.03,46.97,50.00,93.95
23077,3.43,46.57,50.00,93.95
23089,3.43,46.57,50.00,93.95
23101,2.60,47.40,50.00,93.95
23113,2.60,47.40,50.00,93.95
23125,3.03,46.97,50.00,93.95
23137,3.43,46.57,50.00,93.95
23149,3.43,46.57,50.00,93.95
23161,3.03,46.97,50.00,93.95
23173,3.03,46.97,50.00,93.95
23185,3.43,46.57,50.00,93.95
23197,2.96,47.04,50.00,93.95
23209,2.55,47.45,50.00,93.95
23221,3.03,46.97,50.00,93.95
23233,2.96,47.04,50.00,93.95
23245,2.96,47.04,50.00,93.95
23257,3.03,46.97,50.00,93.95
23269,2.97,47.03,50.00,93.95
23281,3.43,46.57,50.00,93.13
23293,3.03,46.97,50.00,93.13
23305,3.03,46.97,50.00,93.13
23317,2.97,47.03,50.00,93.13
23329,2.97,47.03,50.00,93.13
23341,2.55,47.45,50.00,93.13
23353,2.55,47.45,50.00,93.13
23365,2.97,47.03,50.00,93.13
23377,2.97,47.03,50.00,93.13
23389,2.97,47.03,50.00,94.05
23401,3.38,46.62,50.00,94.05
23413,2.97,47.03,50.00,94.05
23425,2.55,47.45,50.00,94.05
23437,3.38,46.62,50.00,94.05
23449,2.97,47.03,50.00,94.05
23461,2.96,47.04,50.00,94.05
23473,2.97,47.03,50.00,94.05
23485,2.96,47.04,50.00,94.05
23497,2.96,47.04,50.00,94.09
23509,2.96,47.04,50.00,94.09
23521,3.37,46.63,50.00,94.09
23533,2.96,47.04,50.00,94.09
23545,2.96,47.04,50.00,94.09
23557,2.96,47.04,50.00,94.09
23569,2.96,47.04,50.00,94.09
23581,2.96,47.04,50.00,94.09
23593,2.96,47.04,50.00,94.09
23605,2.55,47.45,50.00,94.90
23617,2.96,47.04,50.00,94.90
23629,2.96,47.04,50.00,94.90
23641,2.96,47.04,50.00,94.90
23653,2.96,47.04,50.00,94.90
23665,2.96,47.04,50.00,94.90
23677,3.03,46.97,50.00,94.90
23689,2.96,47.04,50.00,94.90
23701,3.03,46.97,50.00,94.90
23713,2.60,47.40,50.00,94.80
23725,3.03,46.97,50.00,94.80
23737,3.03,46.97,50.00,94.80
23749,3.03,46.97,50.00,94.80
23761,3.03,46.97,50.00,94.80
23773,3.03,46.97,50.00,94.80
23785,3.43,46.57,50.00,94.80
23797,3.43,46.57,50.00,94.80
23809,3.03,46.97,50.00,94.80
23821,2.60,47.40,50.00,94.80
23833,3.03,46.97,50.00,94.80
23845,3.03,46.97,50.00,94.80
23857,3.03,46.97,50.00,94.80
23869,3.03,46.97,50.00,94.80
23881,3.03,46.97,50.00,94.80
23893,3.03,46.97,50.00,94.80
23905,3.03,46.97,50.00,94.80
23917,3.03,46.97,50.00,94.80
23929,3.03,46.97,50.00,93.95
23941,3.03,46.97,50.00,93.95
23953,2.62,47.38,50.00,93.95
23965,3.03,46.97,50.00,93.95
23977,3.03,46.97,50.00,93.95
23989,2.60,47.40,50.00,93.95
24001,2.60,47.40,50.00,93.95
24013,3.03,46.97,50.00,93.95
24025,3.03,46.97,50.00,93.95
24037,3.03,46.97,50.00,93.95
24049,3.03,46.97,50.00,93.95
24061,3.03,46.97,50.00,93.95
24073,2.62,47.38,50.00,93.95
24085,3.03,46.97,50.00,93.95
24097,3.03,46.97,50.00,93.95
24109,3.03,46.97,50.00,93.95
24121,3.03,46.97,50.00,93.95
24133,2.60,47.40,50.00,93.95
24145,3.03,46.97,50.00,93.95
24157,2.60,47.40,50.00,93.95
24169,2.60,47.40,50.00,93.95
24181,3.03,46.97,50.00,93.95
24193,3.03,46.97,50.00,93.95
24205,3.03,46.97,50.00,93.95
24217,3.03,46.97,50.00,93.95
24229,3.03,46.97,50.00,93.95
24241,3.03,46.97,50.00,93.95
24253,3.03,46.97,50.00,93.95
24265,3.03,46.97,50.00,93.95
24277,3.03,46.97,50.00,93.95
24289,3.03,46.97,50.00,93.95
24301,3.03,46.97,50.00,93.95
24313,3.43,46.57,50.00,93.95
24325,3.43,46.57,50.00,93.95
24337,3.43,46.57,50.00,93.95
24349,2.96,47.04,50.00,93.95
24361,2.96,47.04,50.00,94.09
24373,2.96,47.04,50.00,94.09
24385,2.96,47.04,50.00,94.09
24397,2.96,47.04,50.00,94.09
24409,2.97,47.03,50.00,94.09
24421,2.96,47.04,50.00,94.09
24433,2.96,47.04,50.00,94.09
24445,2.96,47.04,50.00,94.09
24457,2.96,47.04,50.00,94.09
24469,2.96,47.04,50.00,94.09
24481,2.96,47.04,50.00,94.09
24493,2.96,47.04,50.00,94.09
24505,2.96,47.04,50.00,94.09
24517,2.96,47.04,50.00,94.09
24529,2.55,47.45,50.00,94.09
24541,2.96,47.04,50.00,94.09
24553,2.97,47.03,50.00,94.09
24565,3.38,46.62,50.00,94.09
24577,2.96,47.04,50.00,94.09
24589,3.38,46.62,50.00,94.09
24601,2.91,47.09,50.00,94.09
24613,2.48,47.52,50.00,94.09
24625,2.91,47.09,50.00,94.09
24637,2.91,47.09,50.00,94.09
24649,2.91,47.09,50.00,94.09
24661,2.50,47.50,50.00,94.09
24673,2.91,47.09,50.00,94.09
24685,2.91,47.09,50.00,94.19
24697,2.91,47.09,50.00,94.19
24709,3.31,46.69,50.00,94.19
24721,2.91,47.09,50.00,94.19
24733,2.84,47.16,50.00,94.19
24745,2.86,47.14,50.00,94.19
24757,2.91,47.09,50.00,94.19
24769,2.91,47.09,50.00,94.19
24781,2.91,47.09,50.00,94.19
24793,2.91,47.09,50.00,94.19
24805,2.91,47.09,50.00,94.19
24817,2.91,47.09,50.00,94.19
24829,2.84,47.16,50.00,94.19
24841,2.84,47.16,50.00,94.19
24853,3.31,46.69,50.00,94.19
24865,2.91,47.09,50.00,94.19
24877,2.91,47.09,50.00,94.19
24889,2.91,47.09,50.00,94.19
24901,2.91,47.09,50.00,94.19
24913,2.91,47.09,50.00,94.19
24925,2.84,47.16,50.00,94.19
24937,2.91,47.09,50.00,94.19
24949,3.31,46.69,50.00,94.19
24961,2.84,47.16,50.00,94.19
24973,2.86,47.14,50.00,94.19
24985,2.84,47.16,50.00,94.19
24997,2.84,47.16,50.00,94.19
25009,2.80,47.20,50.00,94.39
25021,3.31,46.69,50.00,94.39
25033,2.86,47.14,50.00,94.39
25045,2.84,47.16,50.00,94.39
25057,2.43,47.57,50.00,94.39
25069,2.84,47.16,50.00,94.39
25081,2.43,47.57,50.00,94.39
25093,2.43,47.57,50.00,94.39
25105,2.43,47.57,50.00,94.39
25117,2.86,47.14,50.00,94.29
25129,2.43,47.57,50.00,94.29
25141,2.91,47.09,50.00,94.29
25153,2.86,47.14,50.00,94.29
25165,2.43,47.57,50.00,94.29
25177,2.84,47.16,50.00,94.29
25189,2.91,47.09,50.00,94.29
25201,2.84,47.16,50.00,94.29
25213,2.91,47.09,50.00,94.29
25225,2.43,47.57,50.00,95.14
25237,2.84,47.16,50.00,95.14
25249,2.80,47.20,50.00,95.14
25261,2.43,47.57,50.00,95.14
25273,2.43,47.57,50.00,95.14
25285,2.43,47.57,50.00,95.14
25297,2.43,47.57,50.00,95.14
25309,2.43,47.57,50.00,95.14
25321,2.84,47.16,50.00,95.14
25333,2.84,47.16,50.00,94.32
25345,2.91,47.09,50.00,94.32
25357,2.91,47.09,50.00,94.32
25369,2.91,47.09,50.00,94.32
25381,3.33,46.67,50.00,94.32
25393,2.84,47.16,50.00,94.32
25405,2.91,47.09,50.00,94.32
25417,2.91,47.09,50.00,94.32
25429,2.50,47.50,50.00,94.32
25441,2.91,47.09,50.00,94.19
25453,3.38,46.62,50.00,94.19
25465,2.97,47.03,50.00,94.19
25477,2.97,47.03,50.00,94.19
25489,2.91,47.09,50.00,94.19
25501,2.97,47.03,50.00,94.19
25513,2.97,47.03,50.00,94.19
25525,2.97,47.03,50.00,94.19
25537,2.96,47.04,50.00,94.19
25549,2.97,47.03,50.00,94.05
25561,2.96,47.04,50.00,94.05
25573,2.96,47.04,50.00,94.05
25585,2.96,47.04,50.00,94.05
25597,2.55,47.45,50.00,94.05
25609,2.96,47.04,50.00,94.05
25621,2.55,47.45,50.00,94.05
25633,2.55,47.45,50.00,94.05
25645,2.55,47.45,50.00,94.05
25657,2.96,47.04,50.00,94.09
25669,3.38,46.62,50.00,94.09
25681,2.91,47.09,50.00,94.09
25693,2.91,47.09,50.00,94.09
25705,2.48,47.52,50.00,94.09
25717,2.91,47.09,50.00,94.09
25729,2.91,47.09,50.00,94.09
25741,2.91,47.09,50.00,94.09
25753,2.91,47.09,50.00,94.09
25765,2.91,47.09,50.00,94.19
25777,2.86,47.14,50.00,94.19
25789,2.91,47.09,50.00,94.19
25801,2.91,47.09,50.00,94.19
25813,2.43,47.57,50.00,94.19
25825,2.43,47.57,50.00,94.19
25837,2.84,47.16,50.00,94.19
25849,2.91,47.09,50.00,94.19
25861,2.91,47.09,50.00,94.19
25873,2.91,47.09,50.00,94.19
25885,2.84,47.16,50.00,94.19
25897,2.43,47.57,50.00,94.19
25909,2.43,47.57,50.00,94.19
25921,2.84,47.16,50.00,94.19
25933,2.84,47.16,50.00,94.19
25945,2.84,47.16,50.00,94.19
25957,2.43,47.57,50.00,94.19
25969,2.43,47.57,50.00,94.19
25981,2.43,47.57,50.00,95.14
25993,2.84,47.16,50.00,95.14
26005,2.43,47.57,50.00,95.14
26017,2.43,47.57,50.00,95.14
26029,2.43,47.57,50.00,95.14
26041,2.43,47.57,50.00,95.14
26053,2.43,47.57,50.00,95.14
26065,2.43,47.57,50.00,95.14
26077,2.86,47.14,50.00,95.14
26089,2.86,47.14,50.00,94.29
26101,2.84,47.16,50.00,94.29
26113,2.91,47.09,50.00,94.29
26125,2.50,47.50,50.00,94.29
26137,2.91,47.09,50.00,94.29
26149,3.31,46.69,50.00,94.29
26161,3.38,46.62,50.00,94.29
26173,2.96,47.04,50.00,94.29
26185,2.55,47.45,50.00,94.29
26197,2.96,47.04,50.00,94.09
26209,3.43,46.57,50.00,94.09
26221,3.43,46.57,50.00,94.09
26233,3.43,46.57,50.00,94.09
26245,3.03,46.97,50.00,94.09
26257,3.03,46.97,50.00,94.09
26269,2.62,47.38,50.00,94.09
26281,3.03,46.97,50.00,94.09
26293,3.03,46.97,50.00,94.09
26305,2.60,47.40,50.00,94.80
26317,2.60,47.40,50.00,94.80
26329,2.60,47.40,50.00,94.80
26341,3.03,46.97,50.00,94.80
26353,3.03,46.97,50.00,94.80
26365,3.43,46.57,50.00,94.80
26377,2.96,47.04,50.00,94.80
26389,2.96,47.04,50.00,94.80
26401,2.97,47.03,50.00,94.80
26413,2.97,47.03,50.00,94.05
26425,3.38,46.62,50.00,94.05
26437,2.97,47.03,50.00,94.05
26449,2.97,47.03,50.00,94.05
26461,2.91,47.09,50.00,94.05
26473,2.91,47.09,50.00,94.05
26485,3.38,46.62,50.00,94.05
26497,2.91,47.09,50.00,94.05
26509,2.91,47.09,50.00,94.05
26521,2.50,47.50,50.00,95.00
26533,2.91,47.09,50.00,95.00
26545,2.50,47.50,50.00,95.00
26557,2.91,47.09,50.00,95.00
26569,3.31,46.69,50.00,95.00
26581,3.31,46.69,50.00,95.00
26593,2.91,47.09,50.00,95.00
26605,3.31,46.69,50.00,95.00
26617,2.91,47.09,50.00,95.00
26629,2.91,47.09,50.00,94.19
26641,2.91,47.09,50.00,94.19
26653,2.50,47.50,50.00,94.19
26665,3.38,46.62,50.00,94.19
26677,2.96,47.04,50.00,94.19
26689,2.96,47.04,50.00,94.19
26701,2.96,47.04,50.00,94.19
26713,2.96,47.04,50.00,94.19
26725,2.96,47.04,50.00,94.19
26737,2.96,47.04,50.00,94.09
26749,2.96,47.04,50.00,94.09
26761,2.55,47.45,50.00,94.09
26773,2.97,47.03,50.00,94.09
26785,2.96,47.04,50.00,94.09
26797,2.97,47.03,50.00,94.09
26809,2.97,47.03,50.00,94.09
26821,2.97,47.03,50.00,94.09
26833,2.97,47.03,50.00,94.09
26845,2.97,47.03,50.00,94.05
26857,2.97,47.03,50.00,94.05
26869,2.97,47.03,50.00,94.05
26881,3.38,46.62,50.00,94.05
26893,3.38,46.62,50.00,94.05
26905,2.91,47.09,50.00,94.05
26917,2.91,47.09,50.00,94.05
26929,2.91,47.09,50.00,94.05
26941,3.38,46.62,50.00,94.05
26953,2.48,47.52,50.00,95.04
26965,2.91,47.09,50.00,95.04
26977,2.48,47.52,50.00,95.04
26989,2.86,47.14,50.00,95.04
27001,2.43,47.57,50.00,95.04
27013,2.43,47.57,50.00,95.04
27025,2.86,47.14,50.00,95.04
27037,2.86,47.14,50.00,95.04
27049,2.43,47.57,50.00,95.04
27061,2.80,47.20,50.00,94.39
27073,2.86,47.14,50.00,94.39
27085,2.86,47.14,50.00,94.39
27097,2.91,47.09,50.00,94.39
27109,3.33,46.67,50.00,94.39
27121,2.91,47.09,50.00,94.39
27133,2.96,47.04,50.00,94.39
27145,2.96,47.04,50.00,94.39
27157,2.96,47.04,50.00,94.39
27169,3.43,46.57,50.00,93.13
27181,3.43,46.57,50.00,93.13
27193,2.60,47.40,50.00,93.13
27205,3.03,46.97,50.00,93.13
27217,3.03,46.97,50.00,93.13
27229,3.03,46.97,50.00,93.13
27241,3.03,46.97,50.00,93.13
27253,2.60,47.40,50.00,93.13
27265,3.03,46.97,50.00,93.13
27277,3.03,46.97,50.00,93.95
27289,3.03,46.97,50.00,93.95
27301,3.03,46.97,50.00,93.95
27313,2.60,47.40,50.00,93.95
27325,3.03,46.97,50.00,93.95
27337,3.03,46.97,50.00,93.95
27349,3.03,46.97,50.00,93.95
27361,3.03,46.97,50.00,93.95
27373,3.03,46.97,50.00,93.95
27385,3.08,46.92,50.00,93.85
27397,3.50,46.50,50.00,93.85
27409,3.08,46.92,50.00,93.85
27421,3.03,46.97,50.00,93.85
27433,3.18,46.82,50.00,93.85
